Identifiant du lieu,Ann�e du tournage,Type de tournage,Titre,R�alisateur,Producteur,Localisation de la sc�ne,Code postal,Date de d�but,Date de fin,Coordonn�e en X,Coordonn�e en Y,geo_shape,geo_point_2d,,
2016-2634,2016,Long m�trage,MONSIEUR ET MADAME ADELMAN,NICOLAS BEDOS,LES FILMS DU KIOSQUE,87� RUE� DE LA ROQUETTE,75011,08/03/2016,08/03/2016,2.378662,48.857163,"{""type"": ""Point"", ""coordinates"": [2.378662000226162, 48.857163000162345]}",48.8571630002,2.37866200023,
2019-1492,2019,Long m�trage,LES DEUX ALFRED,Bruno Podalyd�s,WHY NOT PRODUCTIONS,avenue pierre mend�s france,75013,75013,31/10/2019,02/11/2019,2.36980223,48.83887781,"{""type"": ""Point"", ""coordinates"": [2.36980223365086, 48.83887780810411]}",48.8388778081,2.36980223365
2017-224,2017,Long m�trage,BAD POEMS,G�bor REISZ,LES FILMS DU BALIBARI,35 boulevard de courcelles,75008,75008,05/04/2017,05/04/2017,2.31123909,48.88051652,"{""type"": ""Point"", ""coordinates"": [2.311239089679554, 48.88051651542833]}",48.8805165154,2.31123908968
2019-1681,2019,Long m�trage,Tendre et saignant,Christopher Thompson,Les Films du Cap,164 avenue jean jaur�s,75019,75019,29/11/2019,29/11/2019,2.38829914,48.88736138,"{""type"": ""Point"", ""coordinates"": [2.388299135371663, 48.88736137740759]}",48.8873613774,2.38829913537
2017-230,2017,Long m�trage,LUCKY,Mia Engberg,STORY AB,4 rue de l'orillon,75011,75011,11/04/2017,11/04/2017,2.37430576,48.86953725,"{""type"": ""Point"", ""coordinates"": [2.374305755747184, 48.86953724954832]}",48.8695372495,2.37430575575
2019-1691,2019,Long m�trage,Un m�decin de nuit - Partie 1,Elie Wajeman,Partizan Films,145 rue nationale,75013,75013,16/12/2019,17/12/2019,2.3636538,48.83132781,"{""type"": ""Point"", ""coordinates"": [2.363653798572459, 48.831327805021104]}",48.831327805,2.36365379857
2017-234,2017,Long m�trage,Jean-Fran�ois,Sergi Portabella,Surprise Alley,2 rue de la b�cherie,75005,75005,10/04/2017,10/04/2017,2.34922635,48.85146519,"{""type"": ""Point"", ""coordinates"": [2.349226354393461, 48.851465189617834]}",48.8514651896,2.34922635439
2018-1269,2018,Long m�trage,les amis des amis,Pascal Bonitzer,SBS Productions,49 rue de tourtille,75020,75020,24/10/2018,25/10/2018,2.37999716,48.87255228,"{""type"": ""Point"", ""coordinates"": [2.379997155250495, 48.872552277681464]}",48.8725522777,2.37999715525
2019-1694,2019,Long m�trage,Un m�decin de nuit - Partie 1,Elie Wajeman,Partizan Films,place jan karski,75010,75010,18/12/2019,19/12/2019,2.3617075,48.882642680000004,"{""type"": ""Point"", ""coordinates"": [2.361707503243159, 48.8826426787015]}",48.8826426787,2.36170750324
2018-1271,2018,Long m�trage,DEUX MOI,CEDRIC KLAPISCH,CE QUI ME MEUT,42 rue de torcy,75018,75018,17/10/2018,17/10/2018,2.36159429,48.89135516,"{""type"": ""Point"", ""coordinates"": [2.361594286887129, 48.891355163592664]}",48.8913551636,2.36159428689
2019-1704,2019,Long m�trage,Un m�decin de nuit - Partie 1,Elie Wajeman,Partizan Films,8 rue nicolas hou�l,75005,75005,23/12/2019,24/12/2019,2.36225946,48.84222701,"{""type"": ""Point"", ""coordinates"": [2.362259462674555, 48.84222701055939]}",48.8422270106,2.36225946267
2016-622,2016,Long m�trage,JUST DIVORCED,MAXIME GOVARE,LES IMPRODUCTIBLES,34� QUAI� DE LA MARNE,75019,28/09/2016,28/09/2016,2.384201,48.890336,"{""type"": ""Point"", ""coordinates"": [2.384200999688732, 48.89033599992127]}",48.8903359999,2.38420099969,
2019-229,2019,Long m�trage,UN VOYAGE EN HIVER,Claus DREXLER,MANEKI FILMS,92 rue saint-denis,75001,75001,09/03/2019,09/03/2019,2.34970704,48.86277218,"{""type"": ""Point"", ""coordinates"": [2.349707037759673, 48.862772177223256]}",48.8627721772,2.34970703776
2016-663,2016,Long m�trage,LA SAGE FEMME,MARTIN PROVOST,CURIOSA FILMS,4� RUE� STEPHENSON,75018,31/03/2016,31/03/2016,2.356824,48.885508,"{""type"": ""Point"", ""coordinates"": [2.356824000071393, 48.88550800024685]}",48.8855080002,2.35682400007,
2016-701,2016,Long m�trage,LA NIAQUE,CHAD CHENOUGA,TS PRODUCTIONS,RUE� PINEL,75013,27/04/2016,27/04/2016,2.35945,48.834159,"{""type"": ""Point"", ""coordinates"": [2.359450000424975, 48.834158999986634]}",48.834159,2.35945000042,
2019-532,2019,Long m�trage,En attendant qui ? Mai,Marc RECUENCO,SerialBstudio,rue de l�vis,75017,75017,11/06/2019,11/06/2019,2.31526887,48.88240909,"{""type"": ""Point"", ""coordinates"": [2.31526886898263, 48.88240908708574]}",48.8824090871,2.31526886898
2016-2186,2016,Long m�trage,THE ESCAPE,DOMINIC SAVAGE,HANNA FILMS,RUE� SAINT HONORE,75001,21/10/2016,21/10/2016,2.335191,48.863258,"{""type"": ""Point"", ""coordinates"": [2.335191000076109, 48.863258000170774]}",48.8632580002,2.33519100008,
2019-535,2019,Long m�trage,En attendant qui ? Mai,Marc RECUENCO,SerialBstudio,rue l�on droux,75017,75017,10/06/2019,10/06/2019,2.31891905,48.88237732,"{""type"": ""Point"", ""coordinates"": [2.3189190458877302, 48.88237732374543]}",48.8823773237,2.31891904589
2016-2201,2016,Long m�trage,RAID DINGUE,DANY BOON,PATHE TELEVISION,AVENUE� DU GENERAL TRIPIER,75007,17/05/2016,18/05/2016,2.296402,48.854493,"{""type"": ""Point"", ""coordinates"": [2.296401999998532, 48.854493000016625]}",48.854493,2.296402,
2017-473,2017,Long m�trage,MAYA,Mia Hansen-Love,LES FILMS PELLEAS,avenue gambetta,75020,75020,01/09/2017,01/09/2017,2.39988317,48.86652176,"{""type"": ""Point"", ""coordinates"": [2.399883173378246, 48.86652175474187]}",48.8665217547,2.39988317338
2019-539,2019,Long m�trage,TOUT SIMPLEMENT NOIR,JEAN PASCAL ZADI ET JOHN WAXXX,GAUMONT,place louis l�pine,75004,75004,23/05/2019,23/05/2019,2.34722613,48.8549928,"{""type"": ""Point"", ""coordinates"": [2.3472261265600203, 48.85499280340972]}",48.8549928034,2.34722612656
2016-2230,2016,Long m�trage,LES EX,MAURICE BARTHELEMY,RADAR FILMS,20� RUE� CLAUZEL,75009,27/09/2016,27/09/2016,2.337952,48.87927,"{""type"": ""Point"", ""coordinates"": [2.337951999769666, 48.8792700000612]}",48.8792700001,2.33795199977,
2017-478,2017,Long m�trage,ONELINE BILLIE,Lou Assous,KAFARD FILM,2 rue du g�n�ral blaise,75011,75011,15/09/2017,15/09/2017,2.3790725200000002,48.86108519,"{""type"": ""Point"", ""coordinates"": [2.379072517053181, 48.86108519335692]}",48.8610851934,2.37907251705
2017-620,2017,Long m�trage,B�tes Blondes,Maxime Matray et Alexia Walther,ECCE FILMS,104 rue de bagnolet,75020,75020,16/10/2017,21/10/2017,2.40307118,48.85954878,"{""type"": ""Point"", ""coordinates"": [2.403071176097972, 48.859548780484225]}",48.8595487805,2.4030711761
2017-387,2017,Long m�trage,Tout ce qu'il me reste de la revolution,Judith Davis,Apsara Films,37 rue vitruve,75020,75020,25/09/2017,25/09/2017,2.40444421,48.8580781,"{""type"": ""Point"", ""coordinates"": [2.404444214559381, 48.85807809714029]}",48.8580780971,2.40444421456
2019-1524,2019,Long m�trage,LES DEUX ALFRED,Bruno Podalyd�s,WHY NOT PRODUCTIONS,avenue de choisy,75013,75013,01/11/2019,01/11/2019,2.3583952999999998,48.82811151,"{""type"": ""Point"", ""coordinates"": [2.358395300946585, 48.82811150846685]}",48.8281115085,2.35839530095
2020-785,2020,Long m�trage,MES TR�S CHERS ENFANTS,ALEXANDRA LECL�RE,LES FILMS DU 24,10 rue du d�barcad�re,75017,75017,04/11/2020,12/11/2020,2.28673712,48.87801862,"{""type"": ""Point"", ""coordinates"": [2.286737121720803, 48.87801861927555]}",48.8780186193,2.28673712172
2017-392,2017,Long m�trage,Tout ce qu'il me reste de la revolution,Judith Davis,Apsara Films,3 rue de srebrenica,75020,75020,20/09/2017,20/09/2017,2.40848182,48.85859481,"{""type"": ""Point"", ""coordinates"": [2.408481822031078, 48.85859480459623]}",48.8585948046,2.40848182203
2018-910,2018,Long m�trage,It Must Be Heaven,Elia Suleiman,Rectangle Productions,72 rue montmartre,75002,75002,08/08/2018,09/08/2018,2.34469545,48.86604714,"{""type"": ""Point"", ""coordinates"": [2.344695445969077, 48.86604713847161]}",48.8660471385,2.34469544597
2018-928,2018,Long m�trage,QUAND ON CRIE AU LOUP,Marilou Berry,Wonder Films,rue louis boilly,75016,75016,20/08/2018,20/08/2018,2.26675743,48.85925008,"{""type"": ""Point"", ""coordinates"": [2.266757431353521, 48.859250077950215]}",48.859250078,2.26675743135
2017-413,2017,Long m�trage,BAD POEMS,Gabor Reisz,LES FILMS DU BALIBARI,65 rue des martyrs,75009,75009,26/08/2017,26/08/2017,2.33977045,48.8814559,"{""type"": ""Point"", ""coordinates"": [2.339770452682008, 48.88145590232624]}",48.8814559023,2.33977045268
2019-209,2019,Long m�trage,IBRAHIM,SAMIR GUESMI,WHY NOT PRODUCTIONS,32 rue edouard pailleron,75019,75019,06/03/2019,07/03/2019,2.37768156,48.88085697,"{""type"": ""Point"", ""coordinates"": [2.377681556520774, 48.88085697351708]}",48.8808569735,2.37768155652
2017-604,2017,Long m�trage,VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,rue royale,75008,75008,13/10/2017,13/10/2017,2.32323376,48.86838494,"{""type"": ""Point"", ""coordinates"": [2.3232337561812892, 48.86838494188141]}",48.8683849419,2.32323375618
2017-609,2017,Long m�trage,VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,boulevard malesherbes,75008,75008,18/10/2017,18/10/2017,2.31555087,48.8783832,"{""type"": ""Point"", ""coordinates"": [2.315550868807602, 48.878383197166045]}",48.8783831972,2.31555086881
2017-614,2017,Long m�trage,VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,quai de la m�gisserie,75001,75001,09/10/2017,09/10/2017,2.34439458,48.85796774,"{""type"": ""Point"", ""coordinates"": [2.344394579251621, 48.85796774023032]}",48.8579677402,2.34439457925
2016-2581,2016,Long m�trage,DALIDA,LISA AZUELOS,BETHSABEE MUCHO,16� RUE� DE CLICHY,75009,29/03/2016,30/03/2016,2.330062,48.878388,"{""type"": ""Point"", ""coordinates"": [2.330062000543677, 48.87838799962874]}",48.8783879996,2.33006200054,
2016-727,2016,Long m�trage,LADIES,ANNE GA�LLE DAVAL,NOLITA CINEMA,9� RUE� DE LA GRANDE TRUANDERIE,75001,22/09/2016,22/09/2016,2.34922,48.862714,"{""type"": ""Point"", ""coordinates"": [2.349219999355888, 48.86271399963958]}",48.8627139996,2.34921999936,
2017-487,2017,Long m�trage,VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,rue de furstemberg,75006,75006,03/10/2017,03/10/2017,2.33572088,48.85438486,"{""type"": ""Point"", ""coordinates"": [2.335720884953372, 48.854384863305874]}",48.8543848633,2.33572088495
2017-856,2017,Long m�trage,Le Suicide d'Emma Peeters,Nicole Palo,TAKE FIVE sprl,1 rue d�noyez,75020,75020,09/11/2017,09/11/2017,2.37878709,48.87104945,"{""type"": ""Point"", ""coordinates"": [2.378787086767126, 48.87104944515787]}",48.8710494452,2.37878708677
2016-2624,2016,Long m�trage,LE REDOUTABLE,MICHEL HAZANAVICIUS,LES COMPAGNONS DU CINEMA,63� BOULEVARD� DES BATIGNOLLES,75008,01/08/2016,02/08/2016,2.317319,48.881262,"{""type"": ""Point"", ""coordinates"": [2.317319000377133, 48.881262000246096]}",48.8812620002,2.31731900038,
2016-2630,2016,Long m�trage,JUST DIVORCED,MAXIME GOVARE,LES IMPRODUCTIBLES,33 BIS� RUE� FAIDHERBE,75011,23/09/2016,23/09/2016,2.382692,48.853081,"{""type"": ""Point"", ""coordinates"": [2.3826920005475642, 48.85308099965847]}",48.8530809997,2.38269200055,
2017-108,2017,Long m�trage,D'apr�s une histoire vraie,,WY Productions,35 boulevard de courcelles,75008,75008,14/03/2017,14/03/2017,2.31123909,48.88051652,"{""type"": ""Point"", ""coordinates"": [2.311239089679554, 48.88051651542833]}",48.8805165154,2.31123908968
2017-227,2017,Long m�trage,Un cadeau du ciel,,L�gendaire,25 rue du ch�teau d'eau,75010,75010,29/03/2017,30/03/2017,2.35965328,48.87035269,"{""type"": ""Point"", ""coordinates"": [2.359653282501079, 48.870352693351]}",48.8703526934,2.3596532825
2019-1311,2019,Long m�trage,Une sir�ne � Paris,Mathias Malzieu,OVERDRIVE PRODUCTIONS,quai d'orl�ans,75004,75004,17/10/2019,18/10/2019,2.35413521,48.85164079,"{""type"": ""Point"", ""coordinates"": [2.354135207658588, 48.85164079331911]}",48.8516407933,2.35413520766
2018-1384,2018,Long m�trage,SOL,Jezabel MARQUES NAKACHE,ILIADE ET FILMS,20 avenue trudaine,75009,75009,12/11/2018,12/11/2018,2.34168186,48.88114095,"{""type"": ""Point"", ""coordinates"": [2.3416818553450423, 48.88114095063209]}",48.8811409506,2.34168185535
2017-14,2017,Long m�trage,Le Doudou,Philippe MECHELEN / Julien HERVE,eskwad,42 rue scheffer,75016,75016,28/02/2017,28/02/2017,2.28160034,48.86249483,"{""type"": ""Point"", ""coordinates"": [2.281600341666827, 48.862494824970604]}",48.862494825,2.28160034167
2018-1388,2018,Long m�trage,Mon Chien Stupide,Yvan Attal,Same Player,6 cit� vaneau,75007,75007,14/11/2018,14/11/2018,2.31900037,48.85468847,"{""type"": ""Point"", ""coordinates"": [2.31900037347239, 48.854688466360294]}",48.8546884664,2.31900037347
2017-37,2017,Long m�trage,DES LUNETTES NOIRES,Claire Denis,Curiosa Films,rue brochant,75017,75017,21/02/2017,21/02/2017,2.31868149,48.88946133,"{""type"": ""Point"", ""coordinates"": [2.3186814949887022, 48.88946132958076]}",48.8894613296,2.31868149499
2018-1391,2018,Long m�trage,L'INSPIRATRICE,GREGORY MAGNE,LES FILMS VELVET,rue desbordes-valmore,75016,75016,09/11/2018,11/11/2018,2.2770155499999998,48.86059825,"{""type"": ""Point"", ""coordinates"": [2.27701555211295, 48.86059824830517]}",48.8605982483,2.27701555211
2017-712,2017,Long m�trage,SUN,Jonathan,Rouge International,65 rue du ch�teau d'eau,75010,75010,23/10/2017,23/10/2017,2.35477567,48.87264983,"{""type"": ""Point"", ""coordinates"": [2.354775672392489, 48.872649824584364]}",48.8726498246,2.35477567239
2018-1507,2018,Long m�trage,DEUX MOI,CEDRIC KLAPISCH,CE QUI ME MEUT,7 rue de l'estrapade,75005,75005,06/12/2018,06/12/2018,2.34739498,48.84453814,"{""type"": ""Point"", ""coordinates"": [2.347394983929745, 48.84453814004763]}",48.84453814,2.34739498393
2017-716,2017,Long m�trage,SUN,Jonathan,Rouge International,60 rue du faubourg saint-denis,75010,75010,18/10/2017,18/10/2017,2.35431538,48.87246194,"{""type"": ""Point"", ""coordinates"": [2.354315375581163, 48.872461944018696]}",48.872461944,2.35431537558
2017-748,2017,Long m�trage,2Fils (2�me partie),F�lix Moati,NORD OUEST FILMS,boulevard edgar quinet,75014,75014,03/11/2017,04/11/2017,2.32779061,48.84029907,"{""type"": ""Point"", ""coordinates"": [2.327790613776124, 48.84029906779006]}",48.8402990678,2.32779061378
2017-1187,2017,Long m�trage,Un homme press�,Herv� Mimran,Albertine Productions,103 rue de tolbiac,75013,75013,24/05/2017,25/05/2017,2.36505515,48.82666095,"{""type"": ""Point"", ""coordinates"": [2.365055145822724, 48.82666094550662]}",48.8266609455,2.36505514582
2017-1188,2017,Long m�trage,Un homme press�,Herv� Mimran,Albertine Productions,54 avenue georges mandel,75016,75016,24/05/2017,24/05/2017,2.27827417,48.86414303,"{""type"": ""Point"", ""coordinates"": [2.278274167143981, 48.86414303096658]}",48.864143031,2.27827416714
2017-1194,2017,Long m�trage,Tout le monde debout,Franck Dubosc,Gaumont C/o Gaumont Production,133 boulevard exelmans,75016,75016,02/06/2017,02/06/2017,2.25902847,48.84748685,"{""type"": ""Point"", ""coordinates"": [2.259028473199226, 48.847486853586084]}",48.8474868536,2.2590284732
2017-150,2017,Long m�trage,BELLEVILLE'S COP,Rachid Bouchareb,TESSALIT PRODUCTIONS,164 avenue jean jaur�s,75019,75019,28/03/2017,28/03/2017,2.38829914,48.88736138,"{""type"": ""Point"", ""coordinates"": [2.388299135371663, 48.88736137740759]}",48.8873613774,2.38829913537
2018-1455,2018,Long m�trage,DEUX MOI,CEDRIC KLAPISCH,CE QUI ME MEUT,48 rue stephenson,75018,75018,29/11/2018,29/11/2018,2.3562952,48.88801646,"{""type"": ""Point"", ""coordinates"": [2.356295202185502, 48.88801645591545]}",48.8880164559,2.35629520219
2017-801,2017,Long m�trage,SUN,Jonathan Desoindre,Rouge International,84 boulevard mass�na,75013,75013,08/11/2017,08/11/2017,2.36801705,48.82135856,"{""type"": ""Point"", ""coordinates"": [2.368017047896041, 48.82135856166706]}",48.8213585617,2.3680170479
2017-806,2017,Long m�trage,SUN,Jonathan Desoindre,Rouge International,rue jean-henri fabre,75018,75018,06/11/2017,06/11/2017,2.33886914,48.90117483,"{""type"": ""Point"", ""coordinates"": [2.338869140598829, 48.90117482443476]}",48.9011748244,2.3388691406
2019-1120,2019,Long m�trage,Seize Printemps,Suzanne Lindon,Avenue B Productions,1 place charles dullin,75018,75018,19/09/2019,20/09/2019,2.3424734799999998,48.88337997,"{""type"": ""Point"", ""coordinates"": [2.342473476086469, 48.883379968131905]}",48.8833799681,2.34247347609
2017-811,2017,Long m�trage,SUN,Jonathan Desoindre,Rouge International,10 rue de l' olive,75018,75018,26/10/2017,26/10/2017,2.36134734,48.89093994,"{""type"": ""Point"", ""coordinates"": [2.361347342399898, 48.89093994275524]}",48.8909399428,2.3613473424
2017-520,2017,Long m�trage,LA FETE DES MERES,MARIE-CASTILLE MENTION-SCHAAR,WILLOW FILMS,avenue de la porte de pantin,75019,75019,22/09/2017,22/09/2017,2.39826792,48.89012997,"{""type"": ""Point"", ""coordinates"": [2.398267924606648, 48.890129970585264]}",48.8901299706,2.39826792461
2017-1073,2017,Long m�trage,CCQAPE,Pascal Thomas,PM S.A.,2 rue de la boule rouge,75009,75009,04/12/2017,04/12/2017,2.34476977,48.87319331,"{""type"": ""Point"", ""coordinates"": [2.34476977004462, 48.87319330662158]}",48.8731933066,2.34476977004
2017-522,2017,Long m�trage,LA FETE DES MERES,MARIE-CASTILLE MENTION-SCHAAR,WILLOW FILMS,205 rue de courcelles,75017,75017,26/09/2017,26/09/2017,2.2929673,48.88893688,"{""type"": ""Point"", ""coordinates"": [2.292967301106149, 48.88893687507049]}",48.8889368751,2.29296730111
2018-779,2018,Long m�trage,TANGUY 2,Etienne Chatiliez,NAC FILMS,14 rue des saules,75018,75018,20/07/2018,20/07/2018,2.33984474,48.88816421,"{""type"": ""Point"", ""coordinates"": [2.33984473606825, 48.88816421187714]}",48.8881642119,2.33984473607
2018-780,2018,Long m�trage,TANGUY 2,Etienne Chatiliez,NAC FILMS,91 rue lepic,75018,75018,19/07/2018,20/07/2018,2.33798873,48.88706231,"{""type"": ""Point"", ""coordinates"": [2.337988731433486, 48.887062307308724]}",48.8870623073,2.33798873143
2017-569,2017,Long m�trage,Ru Ying Sui Xin,Huo Jianqi,Hippocampe Productions,place du trocad�ro et du onze novembre,75016,75016,29/09/2017,29/09/2017,2.28693167,48.86341512,"{""type"": ""Point"", ""coordinates"": [2.28693166608925, 48.86341511691408]}",48.8634151169,2.28693166609
2018-1474,2018,Long m�trage,FORTE,Katia LEWKOWICZ,QUAD FILMS,4 rue lemon,75020,75020,30/11/2018,30/11/2018,2.37837828,48.87156392,"{""type"": ""Point"", ""coordinates"": [2.378378281082757, 48.87156391986564]}",48.8715639199,2.37837828108
2017-920,2017,Long m�trage,Synonymes,Nadav Lapid,SBS FILMS,pont notre-dame,75004,75004,13/11/2017,13/11/2017,2.34861412,48.85617692,"{""type"": ""Point"", ""coordinates"": [2.348614118692252, 48.856176918014405]}",48.856176918,2.34861411869
2017-452,2017,Long m�trage,Jewell Stone,Sandrine Dumas,PIO and CO,8 rue pix�r�court,75020,75020,29/08/2017,29/08/2017,2.39558929,48.87050958,"{""type"": ""Point"", ""coordinates"": [2.39558928965346, 48.870509574613685]}",48.8705095746,2.39558928965
2017-932,2017,Long m�trage,Synonymes,Nadav Lapid,SBS FILMS,pont au double,75005,75005,21/11/2017,21/11/2017,2.34833989,48.85245987,"{""type"": ""Point"", ""coordinates"": [2.348339885002401, 48.85245987231319]}",48.8524598723,2.348339885
2017-621,2017,Long m�trage,B�tes Blondes,Maxime Matray et Alexia Walther,ECCE FILMS,rue vitruve,75020,75020,20/10/2017,20/10/2017,2.40599143,48.85887495,"{""type"": ""Point"", ""coordinates"": [2.405991428658216, 48.85887495344365]}",48.8588749534,2.40599142866
2018-1494,2018,Long m�trage,La nuit venue,Frederic Farrucci,Koro film,176 rue saint-martin,75003,75003,08/12/2018,10/12/2018,2.35221032,48.86250121,"{""type"": ""Point"", ""coordinates"": [2.3522103193938673, 48.862501209081024]}",48.8625012091,2.35221031939
2017-936,2017,Long m�trage,ANNA M.,Luc Besson,Europacorp,35 boulevard de courcelles,75008,75008,06/11/2017,06/11/2017,2.31123909,48.88051652,"{""type"": ""Point"", ""coordinates"": [2.311239089679554, 48.88051651542833]}",48.8805165154,2.31123908968
2017-1147,2017,Long m�trage,LOVE ADDICT,Frank BELLOCQ,MY FAMILY,20 rue la fayette,75009,75009,19/05/2017,19/05/2017,2.33599532,48.87369358,"{""type"": ""Point"", ""coordinates"": [2.335995319581433, 48.873693578665545]}",48.8736935787,2.33599531958
2017-663,2017,Long m�trage,TAMARA demande n�2,ALEXANDRE CASTAGNETTI,ELEPHANT STORY,promenade eric tabarly,75019,75019,13/10/2017,13/10/2017,2.37846007,48.88737529,"{""type"": ""Point"", ""coordinates"": [2.378460065343441, 48.88737528829247]}",48.8873752883,2.37846006534
